dispute_id,txn_id,dispute_open_date,merchant_id,channel,country,amount_usd,reason_code,dispute_amount_usd,evidence_quality,response_time_days,outcome,cb_fee_usd,risk_tier,tenure_months,monthly_volume_usd,refund_rate
D0000968,T0055843,2024-10-28,M0121,CP,US,39.46,FRAUD,39.46,66,7,LOSS,15.39,High,26,68052.17,0.1101
D0000969,T0055922,2024-07-01,M0232,CNP,AU,19.95,NO_AUTH,19.95,69,1,LOSS,15.2,Medium,51,73255.92,0.0895
D0000970,T0056085,2025-12-27,M0167,CNP,US,125.23,NOT_AS_DESCRIBED,125.23,52,9,WIN,16.25,Low,19,26028.74,0.1349
D0000971,T0056198,2024-04-04,M0005,CNP,US,25.72,FRAUD,25.72,69,3,LOSS,15.26,Medium,26,60766.9,0.3188
D0000972,T0056275,2024-12-14,M0049,CNP,UK,69.43,FRAUD,69.43,44,6,LOSS,15.69,High,40,15164.34,0.118
D0000973,T0056341,2025-07-01,M0110,CNP,US,50.59,NOT_AS_DESCRIBED,50.59,66,8,LOSS,15.51,High,42,37458.97,0.0602
D0000974,T0056418,2024-02-09,M0121,CNP,DE,29.94,NOT_RECEIVED,29.94,50,11,LOSS,15.3,High,26,68052.17,0.1101
D0000975,T0056503,2024-06-18,M0055,CNP,MX,64.92,FRAUD,64.92,56,9,WIN,15.65,Medium,30,29994.96,0.0733
D0000976,T0056691,2024-10-05,M0217,CNP,US,55.79,FRAUD,55.79,65,13,WIN,15.56,High,5,61459.55,0.238
D0000977,T0056731,2024-05-10,M0242,CNP,CA,105.91,FRAUD,89.74,59,8,LOSS,15.9,Medium,35,54227.64,0.0803
D0000978,T0056771,2025-07-15,M0067,CNP,US,58.16,FRAUD,42.33,90,6,WIN,15.42,Low,54,62383.92,0.0924
D0000979,T0056991,2025-02-25,M0008,CNP,US,26.36,FRAUD,26.36,67,6,LOSS,15.26,Medium,42,30069.55,0.1107
D0000980,T0057050,2025-12-05,M0236,CNP,BR,41.84,FRAUD,41.84,73,9,LOSS,15.42,High,43,23235.54,0.1104
D0000981,T0057129,2025-09-17,M0196,CP,US,37.29,NOT_AS_DESCRIBED,37.29,51,9,LOSS,15.37,High,6,20441.49,0.283
D0000982,T0057244,2025-05-24,M0042,CNP,US,39.3,DUPLICATE,39.3,68,6,WIN,15.39,Medium,45,42247.09,0.119
D0000983,T0057299,2025-01-02,M0146,CNP,US,71.44,FRAUD,71.44,67,8,LOSS,15.71,Low,51,91662.42,0.296
D0000984,T0057357,2025-05-15,M0187,CNP,US,66.34,FRAUD,20.95,65,4,WIN,15.21,Low,10,13904.18,0.0652
D0000985,T0057467,2025-05-10,M0182,CNP,IN,48.78,NOT_RECEIVED,48.78,57,6,LOSS,15.49,Low,9,27746.24,0.0745
D0000986,T0057560,2025-06-13,M0066,CNP,US,33.59,CANCELLED,33.59,40,9,LOSS,15.34,High,20,48133.5,0.2473
D0000987,T0057627,2024-03-30,M0229,CNP,MX,71.5,DUPLICATE,56.38,92,8,WIN,15.56,Medium,33,65258.65,0.1468
D0000988,T0057641,2024-05-07,M0191,CNP,US,22.94,NOT_RECEIVED,22.94,83,8,LOSS,15.23,Low,41,32883.72,0.1123
D0000989,T0057763,2025-07-14,M0174,CNP,US,46.14,PROCESSING_ERROR,46.14,88,6,LOSS,15.46,Medium,43,11371.12,0.1983
D0000990,T0057938,2025-04-02,M0059,CNP,CA,31.87,NOT_AS_DESCRIBED,31.87,69,2,LOSS,15.32,Low,44,50976.08,0.226
D0000991,T0057951,2024-04-03,M0107,CP,IN,55.01,NOT_RECEIVED,55.01,77,7,WIN,15.55,Low,47,70271.15,0.1826
D0000992,T0058001,2025-11-14,M0108,CP,UK,72.48,NOT_AS_DESCRIBED,72.48,61,8,LOSS,15.72,High,40,56843.56,0.1963
D0000993,T0058066,2025-08-21,M0145,CNP,UK,20.68,DUPLICATE,20.68,70,6,WIN,15.21,Low,59,17956.67,0.1417
D0000994,T0058105,2024-07-06,M0121,CNP,BR,66.17,NOT_RECEIVED,66.17,46,9,LOSS,15.66,High,26,68052.17,0.1101
D0000995,T0058145,2024-06-23,M0091,CNP,IN,41.64,FRAUD,41.64,62,4,WIN,15.42,Medium,26,32592.15,0.0321
D0000996,T0058299,2025-06-03,M0006,CP,UK,63.24,FRAUD,63.24,63,6,WIN,15.63,Low,51,16085.38,0.35
D0000997,T0058309,2024-02-12,M0058,CNP,US,10.14,NOT_RECEIVED,10.14,66,7,WIN,15.1,Low,10,23309.44,0.173
D0000998,T0058338,2025-09-24,M0229,CNP,MX,56.94,NOT_RECEIVED,56.94,79,6,WIN,15.57,Medium,33,65258.65,0.1468
D0000999,T0058460,2025-10-04,M0022,CNP,US,197.31,FRAUD,75.09,41,7,LOSS,15.75,Low,22,10030.61,0.0882
D0001000,T0058497,2025-11-04,M0027,CP,MX,48.21,NOT_RECEIVED,48.21,73,9,LOSS,15.48,High,24,41277.19,0.1463
D0001001,T0058573,2025-08-05,M0018,CNP,US,30.27,CANCELLED,30.27,58,8,LOSS,15.3,High,8,74764.75,0.1323
D0001002,T0058581,2024-03-08,M0213,CNP,US,22.03,NOT_AS_DESCRIBED,22.03,56,2,WIN,15.22,Medium,47,16402.15,0.1219
D0001003,T0058602,2025-05-10,M0135,CNP,US,16.81,FRAUD,16.81,54,3,WIN,15.17,Medium,47,45005.99,0.1818
D0001004,T0058615,2025-09-01,M0140,CNP,DE,17.49,FRAUD,17.49,68,10,LOSS,15.17,High,26,65505.29,0.0481
D0001005,T0058775,2024-02-12,M0053,CNP,US,62.88,FRAUD,62.88,70,9,LOSS,15.63,High,22,46721.07,0.1541
D0001006,T0058809,2025-08-09,M0077,CNP,US,28.69,NOT_AS_DESCRIBED,28.69,52,6,WIN,15.29,High,20,17178.23,0.2409
D0001007,T0058873,2025-01-01,M0045,CP,US,33.09,NO_AUTH,33.09,47,10,LOSS,15.33,High,5,26730.24,0.1546
D0001008,T0058991,2025-08-10,M0040,CNP,US,53.49,PROCESSING_ERROR,53.49,78,2,LOSS,15.53,Medium,38,24372.57,0.1309
D0001009,T0059094,2024-01-08,M0066,CP,AU,13.71,CANCELLED,13.71,49,13,LOSS,15.14,High,20,48133.5,0.2473
D0001010,T0059147,2025-01-14,M0038,CNP,US,156.77,DUPLICATE,156.77,70,1,WIN,16.57,Low,49,32408.47,0.1054
D0001011,T0059175,2025-01-03,M0004,CNP,US,17.26,NOT_RECEIVED,17.26,58,4,WIN,15.17,Low,26,22604.05,0.0664
D0001012,T0059262,2025-11-01,M0217,CNP,US,144.09,NOT_RECEIVED,144.09,34,8,LOSS,16.44,High,5,61459.55,0.238
D0001013,T0059296,2025-05-21,M0236,CNP,MX,98.75,FRAUD,98.75,73,10,WIN,15.99,High,43,23235.54,0.1104
D0001014,T0059347,2024-04-04,M0011,CNP,IN,85.16,NO_AUTH,85.16,70,2,LOSS,15.85,Low,32,50290.32,0.1061
D0001015,T0059351,2024-10-25,M0173,CNP,US,15.65,NOT_AS_DESCRIBED,15.65,93,4,WIN,15.16,Medium,46,34502.38,0.2489
D0001016,T0059505,2024-01-19,M0116,CNP,IN,22.56,NOT_AS_DESCRIBED,22.56,78,5,LOSS,15.23,Medium,34,48296.69,0.0327
D0001017,T0059825,2024-05-09,M0088,CNP,US,119.75,NO_AUTH,119.75,65,3,LOSS,16.2,Low,19,44697.16,0.0423
D0001018,T0059836,2025-06-02,M0173,CNP,US,79.09,FRAUD,79.09,81,4,WIN,15.79,Medium,46,34502.38,0.2489
D0001019,T0059900,2024-12-23,M0012,CP,AU,20.82,NOT_RECEIVED,20.82,89,7,WIN,15.21,High,58,49562.94,0.1378
D0001020,T0059949,2024-04-05,M0013,CNP,AU,75.88,NOT_AS_DESCRIBED,75.88,90,8,WIN,15.76,Low,44,38470.25,0.0729
D0001021,T0060165,2025-08-04,M0238,CNP,US,14.71,NOT_AS_DESCRIBED,14.71,72,8,LOSS,15.15,Low,26,27654.74,0.1487
D0001022,T0060260,2025-02-16,M0018,CNP,UK,25.59,FRAUD,25.59,81,11,LOSS,15.26,High,8,74764.75,0.1323
D0001023,T0060474,2024-01-22,M0225,CNP,AU,46.86,FRAUD,46.86,71,8,WIN,15.47,Low,43,72631.4,0.2017
D0001024,T0060554,2025-02-13,M0021,CNP,US,20.98,NO_AUTH,20.98,69,9,WIN,15.21,Low,30,49756.3,0.0933
D0001025,T0060557,2025-10-29,M0089,CNP,UK,94.33,NO_AUTH,94.33,75,6,LOSS,15.94,Medium,46,33218.34,0.062
D0001026,T0060667,2025-08-10,M0229,CNP,US,140.47,PROCESSING_ERROR,140.47,85,3,WIN,16.4,Medium,33,65258.65,0.1468
D0001027,T0060793,2024-12-14,M0059,CNP,AU,55.01,NOT_RECEIVED,55.01,85,6,WIN,15.55,Low,44,50976.08,0.226
D0001028,T0060807,2025-05-05,M0245,CNP,US,60.31,FRAUD,60.31,38,3,LOSS,15.6,High,38,41663.65,0.1471
D0001029,T0060808,2025-05-16,M0012,CP,US,20.95,NOT_AS_DESCRIBED,20.95,65,7,LOSS,15.21,High,58,49562.94,0.1378
D0001030,T0060914,2025-10-14,M0078,CNP,US,49.75,PROCESSING_ERROR,49.75,59,8,WIN,15.5,Low,14,16895.18,0.1058
D0001031,T0061033,2025-07-22,M0190,CNP,US,45.33,FRAUD,25.34,51,4,LOSS,15.25,Low,18,29923.83,0.215
D0001032,T0061038,2024-01-22,M0019,CNP,US,37.91,NO_AUTH,37.91,53,4,LOSS,15.38,Medium,50,20915.91,0.2029
D0001033,T0061054,2025-10-20,M0238,CNP,US,74.26,NOT_RECEIVED,74.26,84,10,WIN,15.74,Low,26,27654.74,0.1487
D0001034,T0061080,2024-11-07,M0133,CNP,US,18.14,PROCESSING_ERROR,18.14,53,6,LOSS,15.18,Low,6,31080.02,0.055
D0001035,T0061082,2024-12-16,M0134,CNP,US,11.45,NO_AUTH,11.45,67,4,WIN,15.11,Low,33,20432.24,0.0558
D0001036,T0061110,2024-02-29,M0090,CNP,BR,20.54,FRAUD,20.54,72,4,WIN,15.21,Medium,50,25031.1,0.0707
D0001037,T0061213,2024-01-23,M0091,CNP,US,53.07,NOT_RECEIVED,53.07,63,9,WIN,15.53,Medium,26,32592.15,0.0321
D0001038,T0061295,2024-10-29,M0169,CNP,US,152.72,DUPLICATE,152.72,62,8,LOSS,16.53,Low,20,57252.95,0.0774
D0001039,T0061342,2024-06-07,M0018,CNP,US,33.91,FRAUD,33.91,48,10,LOSS,15.34,High,8,74764.75,0.1323
D0001040,T0061408,2025-02-09,M0016,CNP,US,13.47,DUPLICATE,13.47,82,5,WIN,15.13,Low,47,21629.22,0.1475
D0001041,T0061411,2025-12-12,M0121,CNP,UK,4.9,NO_AUTH,3.08,34,7,LOSS,15.03,High,26,68052.17,0.1101
D0001042,T0061427,2025-07-06,M0181,CP,US,40.96,FRAUD,40.96,86,3,WIN,15.41,Low,56,15370.62,0.2133
D0001043,T0061440,2024-04-28,M0171,CP,US,29.31,NOT_AS_DESCRIBED,29.31,60,4,LOSS,15.29,High,7,18437.55,0.2084
D0001044,T0061482,2024-06-05,M0019,CP,US,151.83,FRAUD,151.83,85,5,WIN,16.52,Medium,50,20915.91,0.2029
D0001045,T0061514,2025-02-12,M0009,CNP,AU,114.65,NOT_RECEIVED,93.35,78,4,LOSS,15.93,Low,12,38524.56,0.109
D0001046,T0061563,2024-02-09,M0154,CNP,IN,42.37,NOT_RECEIVED,42.37,59,11,WIN,15.42,High,18,47796.39,0.084
D0001047,T0061641,2025-09-28,M0107,CNP,DE,222.78,NOT_RECEIVED,222.78,80,6,WIN,17.23,Low,47,70271.15,0.1826
D0001048,T0061668,2025-07-28,M0168,CNP,CA,95.5,FRAUD,95.5,60,11,LOSS,15.96,High,10,35660.1,0.1742
D0001049,T0061711,2025-01-25,M0229,CNP,UK,36.55,NO_AUTH,36.55,72,10,LOSS,15.37,Medium,33,65258.65,0.1468
D0001050,T0061716,2025-10-25,M0201,CNP,US,52.36,NO_AUTH,18.5,58,7,LOSS,15.18,Medium,22,32333.6,0.0383
D0001051,T0061802,2025-03-27,M0204,CNP,UK,84.47,DUPLICATE,84.47,94,7,LOSS,15.84,Medium,42,44139.11,0.1369
D0001052,T0061887,2025-08-04,M0086,CNP,IN,55.23,NOT_AS_DESCRIBED,55.23,70,5,LOSS,15.55,Medium,42,48386.32,0.0593
D0001053,T0061902,2024-08-15,M0110,CNP,US,46.08,NOT_AS_DESCRIBED,46.08,69,9,LOSS,15.46,High,42,37458.97,0.0602
D0001054,T0061982,2024-09-15,M0196,CNP,US,42.65,DUPLICATE,42.65,43,8,LOSS,15.43,High,6,20441.49,0.283
D0001055,T0062073,2025-10-11,M0060,CP,DE,73.01,NOT_AS_DESCRIBED,73.01,74,4,WIN,15.73,Medium,41,28301.49,0.35
D0001056,T0062155,2024-08-26,M0244,CNP,BR,17.28,NOT_RECEIVED,17.28,56,7,LOSS,15.17,Low,39,17060.16,0.0312
D0001057,T0062226,2024-04-06,M0246,CNP,BR,123.29,FRAUD,123.29,60,10,LOSS,16.23,Medium,5,40929.63,0.0315
D0001058,T0062312,2024-10-18,M0119,CNP,US,114.07,NO_AUTH,114.07,54,5,LOSS,16.14,Low,15,101048.92,0.0241
D0001059,T0062319,2024-08-31,M0034,CNP,BR,65.09,NOT_AS_DESCRIBED,65.09,59,6,WIN,15.65,Medium,33,39579.81,0.0391
D0001060,T0062337,2025-12-26,M0121,CP,UK,51.42,FRAUD,51.42,63,5,LOSS,15.51,High,26,68052.17,0.1101
D0001061,T0062418,2024-01-21,M0047,CNP,US,19.01,NOT_AS_DESCRIBED,19.01,79,8,WIN,15.19,Low,27,38210.86,0.0126
D0001062,T0062447,2025-03-24,M0110,CP,US,48.48,CANCELLED,48.48,64,8,LOSS,15.48,High,42,37458.97,0.0602
D0001063,T0062449,2024-11-08,M0069,CP,DE,25.93,DUPLICATE,25.93,57,6,WIN,15.26,Medium,5,33391.45,0.03
D0001064,T0062468,2024-02-28,M0149,CNP,US,46.19,FRAUD,46.19,72,7,WIN,15.46,Medium,49,34745.11,0.0415
D0001065,T0062531,2024-04-10,M0222,CNP,US,26.2,NOT_RECEIVED,26.2,52,4,LOSS,15.26,High,27,26322.61,0.0702
D0001066,T0062596,2025-04-16,M0108,CNP,US,24.35,FRAUD,9.2,59,10,LOSS,15.09,High,40,56843.56,0.1963
D0001067,T0062655,2025-01-28,M0190,CNP,AU,29.35,FRAUD,29.35,47,11,LOSS,15.29,Low,18,29923.83,0.215
D0001068,T0062676,2024-11-25,M0108,CNP,AU,39.04,NO_AUTH,39.04,57,12,LOSS,15.39,High,40,56843.56,0.1963
D0001069,T0062701,2024-04-15,M0100,CNP,US,31.97,DUPLICATE,31.97,37,9,WIN,15.32,Low,9,28775.77,0.0384
D0001070,T0062793,2024-02-28,M0121,CNP,US,34.02,CANCELLED,34.02,67,7,LOSS,15.34,High,26,68052.17,0.1101
D0001071,T0062800,2024-01-02,M0100,CNP,US,39.23,NOT_RECEIVED,39.23,51,4,LOSS,15.39,Low,9,28775.77,0.0384
D0001072,T0062969,2024-04-12,M0109,CNP,US,152.99,FRAUD,152.99,61,5,LOSS,16.53,Medium,28,15848.81,0.0784
D0001073,T0062995,2025-08-21,M0043,CNP,US,25.59,NOT_AS_DESCRIBED,25.59,55,7,LOSS,15.26,Medium,42,21664.76,0.097
D0001074,T0063049,2025-11-01,M0211,CP,US,47.36,DUPLICATE,47.36,82,6,WIN,15.47,Medium,16,25915.87,0.0854
D0001075,T0063160,2025-12-09,M0120,CNP,DE,19.58,NOT_AS_DESCRIBED,8.64,54,5,WIN,15.09,Medium,7,30415.08,0.0515
D0001076,T0063263,2025-06-26,M0139,CNP,US,27.65,NO_AUTH,27.65,58,2,WIN,15.28,Low,21,10639.79,0.2543
D0001077,T0063410,2024-01-28,M0045,CNP,US,6.2,FRAUD,4.65,40,10,LOSS,15.05,High,5,26730.24,0.1546
D0001078,T0063439,2024-04-05,M0094,CNP,CA,87.98,PROCESSING_ERROR,87.98,51,7,LOSS,15.88,High,23,32142.09,0.0594
D0001079,T0063440,2024-04-21,M0101,CNP,US,59.42,FRAUD,59.42,75,10,WIN,15.59,High,50,19563.27,0.0672
D0001080,T0063472,2024-02-04,M0165,CNP,US,24.96,CANCELLED,7.81,54,7,LOSS,15.08,Low,25,18981.97,0.1915
D0001081,T0063498,2024-02-02,M0019,CNP,US,69.5,FRAUD,69.5,80,3,LOSS,15.7,Medium,50,20915.91,0.2029
D0001082,T0063524,2025-10-05,M0116,CNP,US,9.95,FRAUD,9.95,76,11,LOSS,15.1,Medium,34,48296.69,0.0327
D0001083,T0063529,2025-01-04,M0231,CNP,CA,73.88,PROCESSING_ERROR,73.88,71,3,WIN,15.74,Low,28,27767.16,0.1806
D0001084,T0063559,2025-08-02,M0027,CNP,US,109.49,NO_AUTH,98.22,61,5,LOSS,15.98,High,24,41277.19,0.1463
D0001085,T0063594,2025-01-09,M0007,CNP,US,62.9,NO_AUTH,62.9,46,12,LOSS,15.63,High,6,19683.27,0.1304
D0001086,T0063687,2024-05-15,M0169,CNP,US,85.56,FRAUD,36.63,67,6,LOSS,15.37,Low,20,57252.95,0.0774
D0001087,T0063714,2024-12-05,M0168,CNP,BR,20.09,DUPLICATE,20.09,53,8,LOSS,15.2,High,10,35660.1,0.1742
D0001088,T0063958,2024-09-29,M0122,CNP,US,101.61,NOT_RECEIVED,101.61,61,3,WIN,16.02,Medium,40,28292.05,0.1652
D0001089,T0064036,2025-11-05,M0018,CNP,US,86.61,NOT_AS_DESCRIBED,86.61,55,7,LOSS,15.87,High,8,74764.75,0.1323
D0001090,T0064038,2024-07-15,M0140,CNP,IN,26.45,CANCELLED,26.45,52,6,LOSS,15.26,High,26,65505.29,0.0481
D0001091,T0064242,2025-06-26,M0001,CNP,US,26.27,DUPLICATE,21.13,51,2,LOSS,15.21,Low,6,29896.78,0.1007
D0001092,T0064244,2024-03-17,M0011,CNP,IN,34.17,NOT_RECEIVED,34.17,67,0,LOSS,15.34,Low,32,50290.32,0.1061
D0001093,T0064300,2024-03-01,M0152,CNP,MX,96.37,PROCESSING_ERROR,96.37,75,8,WIN,15.96,Low,17,25574.53,0.1531
D0001094,T0064334,2024-11-29,M0099,CNP,US,221.62,NOT_AS_DESCRIBED,221.62,57,9,WIN,17.22,High,38,30501.69,0.1494
D0001095,T0064351,2025-06-02,M0126,CNP,US,74.85,NOT_AS_DESCRIBED,74.85,67,10,WIN,15.75,Medium,34,17523.26,0.106
D0001096,T0064368,2024-02-19,M0143,CNP,US,136.49,FRAUD,136.49,57,7,WIN,16.36,Low,17,10596.33,0.1855
D0001097,T0064395,2024-07-30,M0202,CNP,US,18.46,DUPLICATE,18.46,83,3,WIN,15.18,Medium,54,27670.67,0.0973
D0001098,T0064428,2024-07-21,M0044,CNP,IN,17.62,FRAUD,17.62,74,3,WIN,15.18,Low,21,32250.26,0.237
D0001099,T0064461,2025-10-13,M0014,CNP,DE,20.02,NOT_AS_DESCRIBED,20.02,60,6,LOSS,15.2,Medium,45,36488.93,0.108
D0001100,T0064538,2025-01-27,M0218,CNP,BR,43.42,NOT_AS_DESCRIBED,43.42,39,7,LOSS,15.43,Medium,6,23414.61,0.1394
D0001101,T0064606,2024-07-01,M0215,CNP,US,25.67,DUPLICATE,15.46,65,3,WIN,15.15,High,44,13899.52,0.3098
D0001102,T0064681,2025-04-25,M0177,CNP,US,100.96,NOT_AS_DESCRIBED,100.96,78,6,LOSS,16.01,Low,43,45521.34,0.2029
D0001103,T0064787,2025-11-14,M0224,CNP,UK,23.53,NO_AUTH,18.14,52,6,LOSS,15.18,Medium,12,39851.61,0.0892
D0001104,T0064824,2025-01-21,M0207,CP,AU,54.61,NO_AUTH,38.42,69,7,WIN,15.38,Low,46,16907.89,0.1632
D0001105,T0064856,2025-07-07,M0246,CNP,BR,79.35,PROCESSING_ERROR,31.44,33,4,WIN,15.31,Medium,5,40929.63,0.0315
D0001106,T0065063,2024-08-20,M0053,CP,CA,12.14,FRAUD,12.14,80,9,LOSS,15.12,High,22,46721.07,0.1541
D0001107,T0065068,2024-11-26,M0119,CNP,MX,17.4,DUPLICATE,17.4,63,2,LOSS,15.17,Low,15,101048.92,0.0241
D0001108,T0065179,2024-08-05,M0056,CNP,US,165.87,FRAUD,132.83,40,7,WIN,16.33,High,3,56321.5,0.1856
D0001109,T0065384,2025-05-24,M0135,CNP,US,13.2,FRAUD,13.2,67,7,LOSS,15.13,Medium,47,45005.99,0.1818
D0001110,T0065422,2025-07-31,M0005,CNP,BR,109.81,NOT_AS_DESCRIBED,109.81,78,6,LOSS,16.1,Medium,26,60766.9,0.3188
D0001111,T0065531,2024-08-08,M0129,CNP,MX,29.42,NO_AUTH,29.42,44,6,LOSS,15.29,Low,34,34916.38,0.1421
D0001112,T0065634,2024-12-15,M0153,CP,US,174.47,PROCESSING_ERROR,174.47,58,7,LOSS,16.74,Low,55,23092.98,0.1318
D0001113,T0065676,2024-03-19,M0012,CNP,CA,32.54,NOT_RECEIVED,32.54,80,8,LOSS,15.33,High,58,49562.94,0.1378
D0001114,T0065699,2024-05-26,M0077,CNP,CA,32.12,NOT_RECEIVED,32.12,67,8,LOSS,15.32,High,20,17178.23,0.2409
D0001115,T0065718,2025-05-01,M0072,CNP,US,8.83,FRAUD,8.83,53,7,LOSS,15.09,Medium,12,25031.8,0.1174
D0001116,T0065901,2024-01-31,M0107,CNP,BR,43.57,NOT_RECEIVED,43.57,76,7,LOSS,15.44,Low,47,70271.15,0.1826
D0001117,T0065963,2024-01-28,M0099,CNP,US,49.88,NO_AUTH,44.04,53,7,LOSS,15.44,High,38,30501.69,0.1494
D0001118,T0065973,2024-08-17,M0074,CNP,US,47.49,NO_AUTH,47.49,48,7,LOSS,15.47,Low,8,40344.2,0.08
D0001119,T0066028,2024-11-01,M0232,CNP,US,41.85,NO_AUTH,41.85,81,3,LOSS,15.42,Medium,51,73255.92,0.0895
D0001120,T0066285,2024-03-16,M0037,CNP,CA,15.32,DUPLICATE,15.32,60,6,WIN,15.15,High,51,35095.5,0.3076
D0001121,T0066317,2024-06-07,M0069,CNP,DE,43.92,PROCESSING_ERROR,43.92,78,6,WIN,15.44,Medium,5,33391.45,0.03
D0001122,T0066329,2025-10-02,M0217,CP,US,21.3,NOT_AS_DESCRIBED,10.04,49,9,LOSS,15.1,High,5,61459.55,0.238
D0001123,T0066542,2024-12-08,M0001,CP,US,35.55,FRAUD,35.55,55,8,WIN,15.36,Low,6,29896.78,0.1007
D0001124,T0066629,2024-10-09,M0217,CNP,IN,43.45,PROCESSING_ERROR,43.45,63,8,WIN,15.43,High,5,61459.55,0.238
D0001125,T0066903,2024-07-28,M0067,CNP,US,43.1,NO_AUTH,43.1,87,8,WIN,15.43,Low,54,62383.92,0.0924
D0001126,T0066915,2024-05-02,M0204,CNP,US,87.84,FRAUD,87.84,67,6,WIN,15.88,Medium,42,44139.11,0.1369
D0001127,T0066943,2024-09-04,M0018,CNP,US,22.72,NOT_AS_DESCRIBED,22.72,44,12,LOSS,15.23,High,8,74764.75,0.1323
D0001128,T0066952,2025-01-04,M0222,CP,BR,34.79,FRAUD,34.79,48,6,LOSS,15.35,High,27,26322.61,0.0702
D0001129,T0066990,2025-02-03,M0169,CNP,US,32.47,FRAUD,32.47,60,10,LOSS,15.32,Low,20,57252.95,0.0774
D0001130,T0066998,2024-01-26,M0067,CNP,AU,103.47,NO_AUTH,103.47,68,5,WIN,16.03,Low,54,62383.92,0.0924
D0001131,T0067031,2024-06-06,M0217,CNP,US,49.2,FRAUD,49.2,43,11,LOSS,15.49,High,5,61459.55,0.238
D0001132,T0067033,2025-01-28,M0027,CP,US,33.07,NO_AUTH,33.07,52,7,LOSS,15.33,High,24,41277.19,0.1463
D0001133,T0067054,2025-07-26,M0192,CNP,IN,59.89,NOT_RECEIVED,59.89,88,6,LOSS,15.6,Low,38,28500.29,0.35
D0001134,T0067075,2024-08-03,M0037,CP,MX,26.88,NOT_AS_DESCRIBED,26.88,36,10,LOSS,15.27,High,51,35095.5,0.3076
D0001135,T0067077,2025-08-19,M0176,CNP,DE,152.0,NO_AUTH,152.0,49,3,LOSS,16.52,Medium,28,20003.76,0.2247
D0001136,T0067235,2024-08-01,M0188,CNP,US,97.92,NOT_RECEIVED,48.47,77,8,WIN,15.48,Low,23,35717.88,0.1445
D0001137,T0067404,2025-02-06,M0078,CNP,MX,52.18,NOT_RECEIVED,52.18,60,8,WIN,15.52,Low,14,16895.18,0.1058
D0001138,T0067457,2025-03-15,M0212,CNP,CA,61.17,DUPLICATE,61.17,72,9,LOSS,15.61,Low,43,27966.4,0.1359
D0001139,T0067458,2024-08-18,M0200,CNP,BR,77.26,FRAUD,77.26,74,7,LOSS,15.77,Medium,57,25877.41,0.2214
D0001140,T0067645,2025-09-19,M0148,CNP,IN,23.91,FRAUD,23.91,60,5,LOSS,15.24,Low,14,17798.59,0.1024
D0001141,T0067713,2024-12-03,M0110,CNP,DE,5.42,PROCESSING_ERROR,4.69,83,8,WIN,15.05,High,42,37458.97,0.0602
D0001142,T0067865,2025-10-21,M0026,CNP,US,17.92,FRAUD,17.92,46,9,LOSS,15.18,Medium,38,34262.27,0.116
D0001143,T0068126,2024-09-19,M0107,CNP,US,67.94,NO_AUTH,67.94,74,2,LOSS,15.68,Low,47,70271.15,0.1826
D0001144,T0068290,2024-03-01,M0217,CNP,US,23.93,DUPLICATE,23.93,43,9,LOSS,15.24,High,5,61459.55,0.238
D0001145,T0068327,2025-08-11,M0199,CNP,US,119.04,PROCESSING_ERROR,119.04,61,9,LOSS,16.19,Low,20,14850.68,0.1257
D0001146,T0068339,2024-08-13,M0025,CNP,DE,64.52,NOT_AS_DESCRIBED,64.52,79,3,LOSS,15.65,Low,47,15644.34,0.0459
D0001147,T0068383,2025-10-29,M0193,CP,DE,33.3,NOT_RECEIVED,33.3,60,15,WIN,15.33,Medium,36,82395.85,0.0807
D0001148,T0068476,2024-02-24,M0096,CNP,IN,81.99,FRAUD,81.99,62,8,LOSS,15.82,Low,18,43764.21,0.0739
D0001149,T0068536,2024-01-28,M0236,CNP,CA,46.15,CANCELLED,46.15,87,8,WIN,15.46,High,43,23235.54,0.1104
D0001150,T0068608,2024-01-13,M0152,CNP,CA,99.7,PROCESSING_ERROR,40.56,75,5,WIN,15.41,Low,17,25574.53,0.1531
D0001151,T0068646,2024-10-22,M0086,CNP,UK,104.27,NO_AUTH,104.27,73,6,WIN,16.04,Medium,42,48386.32,0.0593
D0001152,T0068671,2024-02-16,M0016,CNP,US,22.76,NOT_AS_DESCRIBED,22.76,42,6,LOSS,15.23,Low,47,21629.22,0.1475
D0001153,T0068676,2024-04-18,M0222,CNP,IN,46.31,FRAUD,46.31,58,6,LOSS,15.46,High,27,26322.61,0.0702
D0001154,T0068732,2024-09-30,M0036,CNP,US,57.71,NOT_RECEIVED,57.71,34,3,LOSS,15.58,Low,4,36780.12,0.1202
D0001155,T0068778,2025-10-02,M0146,CP,US,19.05,PROCESSING_ERROR,19.05,100,6,WIN,15.19,Low,51,91662.42,0.296
D0001156,T0068824,2024-10-18,M0107,CNP,UK,47.25,FRAUD,47.25,70,8,LOSS,15.47,Low,47,70271.15,0.1826
D0001157,T0068920,2024-10-12,M0195,CP,AU,47.29,NOT_AS_DESCRIBED,26.83,56,8,LOSS,15.27,High,57,26130.7,0.218
D0001158,T0068968,2025-01-22,M0159,CNP,US,326.25,CANCELLED,326.25,54,9,WIN,18.26,Low,30,59311.28,0.0242
D0001159,T0068986,2025-09-07,M0035,CNP,AU,31.99,FRAUD,31.99,71,5,WIN,15.32,Medium,53,29028.48,0.2516
